model,case_id,noise_label,repeat,level_consistency,all_levels_same,l1_judgment,l2_judgment,l3_judgment
gpt-4o-mini,C007,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C007,none,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C007,none,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,ambient_noise,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,ambient_noise,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,emotional_pressure,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,emotional_pressure,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,lighting,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,lighting,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,material_color,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C008,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,none,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C008,none,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,ambient_noise,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,ambient_noise,2,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
gpt-4o-mini,C009,emotional_pressure,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
gpt-4o-mini,C009,emotional_pressure,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,emotional_pressure,2,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
gpt-4o-mini,C009,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,lighting,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,lighting,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,material_color,1,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
gpt-4o-mini,C009,material_color,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,none,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
gpt-4o-mini,C009,none,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C009,none,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,ambient_noise,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,emotional_pressure,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C010,emotional_pressure,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C010,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,material_color,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,material_color,2,0.3333333333333333,False,can_pass,cannot_pass,can_pass
gpt-4o-mini,C010,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,none,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C010,none,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,ambient_noise,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,emotional_pressure,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C011,emotional_pressure,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,material_color,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C011,none,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
gpt-4o-mini,C011,none,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C011,none,2,0.3333333333333333,False,can_pass,cannot_pass,can_pass
gpt-4o-mini,C012,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,ambient_noise,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,ambient_noise,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,emotional_pressure,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,emotional_pressure,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,lighting,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,lighting,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,material_color,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C012,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,none,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C012,none,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,can_pass
gpt-4o-mini,C013,ambient_noise,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,emotional_pressure,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,emotional_pressure,2,0.3333333333333333,False,can_pass,cannot_pass,can_pass
gpt-4o-mini,C013,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,can_pass
gpt-4o-mini,C013,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,material_color,0,1.0,True,can_pass,can_pass,can_pass
gpt-4o-mini,C013,material_color,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C013,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,none,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C013,none,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,ambient_noise,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,emotional_pressure,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C014,emotional_pressure,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C014,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,material_color,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,material_color,2,0.0,False,uncertain,cannot_pass,can_pass
gpt-4o-mini,C014,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,none,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C014,none,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,ambient_noise,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,emotional_pressure,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,emotional_pressure,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C015,lighting,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
gpt-4o-mini,C015,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,can_pass
gpt-4o-mini,C015,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,material_color,1,0.3333333333333333,False,can_pass,can_pass,cannot_pass
gpt-4o-mini,C015,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C015,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,none,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C015,none,2,0.3333333333333333,False,can_pass,cannot_pass,can_pass
gpt-4o-mini,C016,ambient_noise,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
gpt-4o-mini,C016,ambient_noise,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,ambient_noise,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,emotional_pressure,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,emotional_pressure,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,lighting,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,lighting,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,material_color,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,material_color,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,none,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C016,none,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,ambient_noise,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C017,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,ambient_noise,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,emotional_pressure,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,emotional_pressure,2,0.0,False,can_pass,cannot_pass,uncertain
gpt-4o-mini,C017,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,material_color,1,0.3333333333333333,False,can_pass,can_pass,cannot_pass
gpt-4o-mini,C017,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C017,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,none,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C017,none,2,0.0,False,can_pass,uncertain,cannot_pass
gpt-4o-mini,C018,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,ambient_noise,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C018,ambient_noise,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,emotional_pressure,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,emotional_pressure,2,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
gpt-4o-mini,C018,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,lighting,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,material_color,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,material_color,2,0.3333333333333333,False,uncertain,uncertain,cannot_pass
gpt-4o-mini,C018,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,none,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C018,none,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C019,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C019,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C019,ambient_noise,2,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C019,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C019,emotional_pressure,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C019,emotional_pressure,2,1.0,True,uncertain,uncertain,uncertain
gpt-4o-mini,C019,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C019,lighting,1,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C019,lighting,2,0.3333333333333333,False,cannot_pass,uncertain,cannot_pass
gpt-4o-mini,C019,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
gpt-4o-mini,C019,material_color,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C019,material_color,2,1.0,True,uncertain,uncertain,uncertain
gpt-4o-mini,C019,none,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C019,none,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C019,none,2,0.0,False,cannot_pass,uncertain,can_pass
gpt-4o-mini,C020,ambient_noise,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
gpt-4o-mini,C020,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,ambient_noise,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,emotional_pressure,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,emotional_pressure,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C020,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,material_color,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
gpt-4o-mini,C020,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,none,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
gpt-4o-mini,C020,none,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
